Código;Item;Estoque;Reservas;Preço;Localização;Código Adicional 1;Código Adicional 2;Código Adicional 3;Código Adicional 4;Código Adicional 5
TO5210M;INT. COROLLA 1.8 16V 2015/2019;1.0;0.0;221.2;;;;TO5210M;;
7560;PORCA SEXTAVADA 8MM;393.0;0.0;3.5;;;;;;
SA047;PRESILHA SILENCIOSO CORSA/VECTRA ;7.0;0.0;24.0;;;PK293;;;
SA137;SUPORTE INTER. TEMPRA TURBO 2.0;3.0;0.0;45.0;;;;;;
SA2000;VEDA ESCAP POTE COM 500 GR;-105.0;5.0;14.9;;;;;;
SA2001;VEDA ESCAP BISNAGA 100GR.;9.0;0.0;11.0;;;;;;
SA261;CINTA GRANDE FIAT 147/ GANCHO GRANDE;7.0;0.0;70.0;;GR104;;;;
SA265;CINTA MEDIA FIAT 147/ GANCHO MÉDIO++;1.0;0.0;58.0;;;GR104A;;;
SA437;PARAFUSO KIT RENAULT 1.0 16V ROSCA 8mm;2.0;0.0;48.0;;;PL437;;;
11621-20124SPW;INT. MAREA/WEEKEND ANT 1.8 16V 99/07;1.0;0.0;424.45;C/57;11621T;20124W;FT4614M;;
SA438;PARAFUSO KIT RENAULT 1.6 16V  MTR - ROSCA mm10;0.0;0.0;30.0;;;PK438;;;
SA442;PARAFUSO SONDA;-3.0;0.0;50.0;;;;;;
SA462;SUPORTE GOL/ PARATY/ SAVEIRO GIII;20.0;0.0;92.0;;;;;;
SA463;SUPORTE GOL/ PARATY/ SAVEIRO GIII COMPLETO;-3.0;0.0;95.0;;GR463;;;;
SA607;MOLA KIT RENAULT TDS CONICA;0.0;0.0;47.0;;GR607;PK439;;;
SA702;MOLA KIT HONDA CIVIC / FIT;0.0;0.0;32.0;;GR910;PK550;;;
SA703;MOLA KIT PEUGEOT 206/306/CITROEN C3;2.0;0.0;30.0;;GR703;PK434;;;
SA704;PARAFUSO KIT PEUGEOT / CITROEN APÓS 10/2007;2.0;0.0;36.0;;GR704;PK433;;;
SA707;PARAFUSO KIT HONDA CIVIC/FIT  DIANT E TRAS LONGO;0.0;0.0;174.0;;;PK548;;;
SA708;PORCA SEXTAVADA M-6 TRAVANTE KIT PEUGEOT/CITROEN-;4.0;0.0;5.0;;PK181.01;GR708;;;
01674-11622T;INT. MAREA/WEEKEND SX 1.8 1.6 ...07;3.0;0.0;548.4;C/2 CIMA * ;11622T;20130W-NF;FT4613M;;
SA800;CINTA SIL. OPALA 4CC/ANZOL;4.0;0.0;64.0;;GR323;;;;
SA801;CINTA SIL. OPALA 6CC/ORELHA;4.0;0.0;70.0;;GR324;;;;
SA802;SUPORTE TRASEIRO OPALA;1.0;0.0;0.0;;GR328;;;;
SA803;SUPORTE TRASEIRO CARAVAN ;0.0;0.0;0.0;;GR329;;;;
SA804;CINTA SIL. MONZA/KADETT GRANDE;2.0;0.0;90.45;;GR326;;;;
SA805;CINTA SIL. MONZA/KADETT PEQUENA;11.0;0.0;58.0;;GR327;;;;
SA808;SUPORTE C-10/ D-10/ C/ PARAFUSO;4.0;0.0;45.0;;GR364;;;;
SA809;SUPORTE COXIM DO ESCAPAMENTO P/ ADAPTAÇÃO;8.0;0.0;64.0;;GR038;;;;
SA811;HASTE;-4.0;0.0;7.5;;GR439;;;;
SA812;SUPORTE INTER. GOL/PASSAT/ PAR 1.6 COMPLETO;3.0;0.0;59.0;;GR438;;;;
01681-11631T;INT. DOBLO 1.6 16V 02/03 1.3 16V 02/06;2.0;0.0;481.4;F/8 *;11631T;20123W;FT4004M-4005M;;
SA813;SUPORTE INTER. GOL 1.6 1.8 GIII / SANTANA;4.0;0.0;44.0;;GR436;;;;
SA814;CINTA SIL. OPALA C/COXIM;6.0;0.0;117.0;;;GR325;;;
SA816;SUPORTE GOL/VOYAGE/PASSAT 4 MARCHAS;8.0;0.0;22.0;;GR437;;;;
SA818;SUPORTE GOL/VOYAGE/SANTANA 5 MARCHAS;14.0;0.0;32.0;;GR435;;;;
SA820;SUPORTE VAMP UNO/ PREMIO/ ELBA CURTO;14.0;0.0;23.0;;GR122;;;;
SA839;SUPORTE UNIV P/ ADAPTAÇÃO GRD 27CM  VEJA 18060;-11.0;1.0;41.0;;18060T;;;;
SA842;SUPORTE INTER. GOL MI 8V 16V;2.0;0.0;45.0;;GR446;;;;
SA842A;SUPORTE INTER. GOL MI 8V 16V - COMPLETO;6.0;0.0;93.0;;GR468;;;;
SA845;SUPORTE INTER. GOL 1.6 1.8 BOLA GIII;6.0;0.0;45.0;;GR445;;;;
SA845A;SUPORTE INTER. GOL 1.6 1.8 BOLA GIII - COMPLETO;4.0;0.0;104.0;;GR467;;;;
11781T-20129WW;INT. BRAVA 1.6 1.8 16V SECUNDARIO NÃO É INTEIRO ;1.0;0.0;521.96;D/15 ;11781T;20129SP;FT4610M;;
SA850;SUPORTE L CORCEL PEQUENO ALT.40MM;21.0;0.0;8.8;;GR214;;;;
SA851;SUPORTE   L   C/ BORRACHA C/1 FURO;12.0;0.0;33.0;;GR021;;;;
SA852;SUPORTE    L    C/ BORRACHA 10CM MEDIA;32.0;0.0;19.0;;GR019;;;;
SA853;SUPORTE     L    C/ BORRACHA 12CM GRANDE;32.0;0.0;20.0;;GR020;;;;
SA858;SUPORTE VAMP TEMPRA / FIORINO / PERUA LONGO;9.0;0.0;31.0;;GR123;;;;
SA860;SUPORTE INTER. D20 90... TUBO 3 POL;-1.0;0.0;180.0;;GR363;;;;
SA863;SUPORTE    V   COM BORRACHA F4000;5.0;0.0;98.0;;GR243;;;;
SA864;SUPORTE    L    LONGO F1000/F4000;8.0;0.0;80.0;;GR242;;;;
SA865;SUPORTE INTER. D20 88... TUBO 2.1/4 POL;2.0;0.0;123.0;;GR361;;;;
SA866;SUPORTE INTER. D20 88... TUBO 2.1/2 POL;1.0;0.0;127.0;;GR362;;;;
01678-11826T-20158;INT. PUNTO 1.8 FLEX 07...;1.0;0.0;545.28;B/A - 9 *;11826T;20158W-NF;FT4422M;;
SA867;SUPORTE INTER. C10/ C20/ D20 ;7.0;0.0;61.0;;GR365;;;;
SA868;"SUPORTE ""L"" CORCEL GRANDE ALT. 90MM";50.0;0.0;20.13;;GR216;;;;
SA869;SUPORTE     L    CORCEL MEDIO    ALT. 60MM;32.0;0.0;13.0;;GR215;;;;
SA871;SUPORTE     L    P/ ADAPTAÇÃO / CARRETEL;6.0;0.0;23.0;;GR217;;;;
SA872;SUPORTE INTER. SILENC. D20;10.0;0.0;127.0;;GR367;;;;
SA875;SUPORTE INTER. F-1000 125MM C/ LONA;0.0;0.0;127.0;;GR240;;;;
SA903;CINTA SIL. TOYOTA COROLLA;1.0;0.0;136.0;;GR903;;;;
SA905;ARRUELA LISA ZINCADA M-10;-12.0;0.0;2.8;BA/19;;;;;
SA911P;PARAFUSO SEXTAVADO 5.16 X 1 1/2;6.0;0.0;4.5;;;;;;
SA913P;PARAFUSO SEXTAVADO 5.16 X 3 POL;20.0;0.0;4.5;;;;;;
01680-11849T---;INT. DOBLO 1.4 8V 2010/2015;2.0;0.0;334.88;D/9 *;11849T;20151W-NF;;;
SA914;PARAFUSO SEXTAVADO AÇO 8.8 M6 X 30MM;399.0;0.0;4.5;B/59;;;;;
SA915;PARAFUSO SEXTAVADO M6 X 50;8.0;0.0;4.5;;;;;;
SA916;PARAFUSO SEXTAVADO 3/8 X 2 POL. RG;113.0;0.0;4.5;;;;;;
SA917;ARRUELA LISA ZINCADA M-6;-43.0;0.0;3.15;BA/27;;;;;
SA918;ARRUELA LISA ZINCADA M-8;33.0;0.0;3.15;BA/22;;;;;
SA921;PORCA SEXTAVADA M-6-;0.0;0.0;3.5;28981;;;;;
SA922;PORCA SEXTAVADA M-8-;1288.0;0.0;3.5;;;;;;
SA923;PORCA SEXTAVADA M-10-;395.0;0.0;3.5;;POSX10PL;;;;
SA924;PORCA SEXTAVADA 7/16 POL.;221.0;0.0;3.5;;;;;;
SA925;PORCA SEXTAVADA 3/8 OPALA/CARAVAN TDS ROSCA FINA-;610.0;0.0;3.5;;;;;;
01682-11851T;INT. DOBLO 1.8 8V/16V 2010...  E.TORQ;1.0;0.0;425.22;D/17;11851T;20118W-NF;FT4013M;;
SA926;PORCA SEXTAVADA 3/8 OPALA/CARAVAN TDS ROSCA GROSS-;647.0;0.0;3.5;;;;;;
SA930;PORCA SEXTAVADA M-8 DUPLA FIAT - ;52.0;0.0;3.5;;PK084;GR136;;;
SA931;PORCA SEXTAVADA 3/8  DUPLA  OPALA/CARAVAN TDS-;77.0;0.0;14.0;;PK287;GR359;;;
SA932;PORCA DUPLA 3/8 NF C10;40.0;0.0;9.0;;;;;;
SA940;PRISIONEIRO 8X8X35;54.0;0.0;16.0;;GR135;PK082-03;;;
SA943;PRISIONEIRO 10 X 10 X 40 ESCORT   ;66.0;0.0;16.0;;GR236;PK187-01;;;
SA944;PRISIONEIRO 8X8X40;6.0;0.0;16.0;;GR357;PK082-07;;;
SA947;PRISIONEIRO 3/8 X 2 POL.  ORIG. OPALA NC/NF;115.0;0.0;16.0;;;;;;
SA948;PRISIONEIRO 8X8X42;0.0;0.0;16.0;;;PK082-09;;;
SA950;PARAFUSO KIT MONZA / UNO / KADETT/PALIO/SIENA;8.0;0.0;34.0;;GR950;PK081;;;
01672-FT4429M;INT. PUNTO 1.6 1.8  E.TORQ 2011/2017 *;1.0;0.0;715.99;F/11;11860T;WAY-NF;FT4429M;;
SA951;PARAFUSO KIT VECTRA / ASTRA 8V 16V;0.0;0.0;22.0;;GR356;PK285;;;
SA952;PARAFUSO KIT CORSA/CELTA TDS;1.0;0.0;27.0;;GR355;PK284;;;
SA960;MOLA KIT MONZA / KADETT / UNO/PALIO/SIENA/FIORINO;1.0;0.0;20.0;;GR320;;;;
SA961;MOLA KIT VECTRA/ASTRA TDS;28.0;0.0;20.0;;GR322;;;;
SA962;MOLA KIT CORSA/CELTA TDS;5.0;0.0;20.0;;GR321;PK281;;;
SA965;PRISIONEIRO 8X10X40;-18.0;0.0;16.0;;GR238;PK083-06;;;
00264-148T;SIL. OPALA 4CC COM ABAFADOR 1969 / 1990;1.0;0.0;286.35;C/33;148T;41413W;;;
SA971;PARAFUSO SEXTAVADO AÇO 8.8 M10 X 30MM ;283.0;0.0;4.5;E/3 CIMA;;;;;
SA974;PARAFUSO SEXTAVADO M8 X 40MM  AÇO  *;249.0;0.0;4.5;PRATELEIRA 1;06956;;;;
BBE;BUCHA DA BARRA ESTABILIZADORA CORSA ;-2.0;0.0;4.5;;;;;;
11862T;INT. PALIO/ SIENA /IDEA 1.6 16V 2011/16 E.TORQ;1.0;0.0;479.23;F/8;11862T;20181W-NF;;;
SA976;PARAFUSO SEXTAVADO M10 X 50;48.0;0.0;4.5;;;;;;
SA2002;VEDA ESCAPE POTE COM 400g;28.0;3.0;0.0;;;;;;
SA984;PARAFUSO SEXTAVADO M8 X 30MM AÇO  *;241.0;0.0;4.5;B/1-50;03220;;;;
SA992;PARAFUSO SEXTAVADO M10 X 40;-8.0;0.0;4.5;;;;;;
SA1001;"FLEXIVEL UNIVERSAL  Ø 1.3/4""  X  300mm";20.0;0.0;245.45;;F134LONGO;;;10701;
SA1004;"FLEXIVEL UNIVERSAL  Ø 1.7/8""  X  300mm";3.0;0.0;245.45;;F178LONGO;;;;
SA1005;"FLEXIVEL UNIVERSAL Ø 1.7/8"" X 200mm   GRANADA";0.0;0.0;200.45;;FG178GRANADA;19480T;;;
SA1010;"FLEXIVEL UNIVERSAL Ø 1.3/4"" X 250 mm  44,45mm ";90.0;11.0;200.0;;F134CURTO;;;;
SA1013-19619T;FLEXIVEL UNIVERSAL  Ø 2'' x 180mm  ;1.0;0.0;422.0;;19619T;;;;
SA1017;"FLEXIVEL UNIVERSAl Ø 2""  X  300 mm";0.0;0.0;310.0;;F200LONGO;;;;
01612-11595T;INT. TIPO 1.6 2.0 - TEMPRA SW;1.0;0.0;373.84;D/17;11595T;20104W;FR4001M;;
11864T-20174W;INT. STRADA  1.6 1.8 2011 E-TORQ;2.0;0.0;530.29;F/11;11864T;20179W;FT4213M;;
SA1038;"FLEXIVEL UNIVERSAL Ø 2.1/2""  X  250mm TROLLER ";3.0;1.0;375.45;;F212;;;;
SA1041;"FLEXIVEL UNIVERSAL Ø 2""  X 250 mm 50,8            ";25.0;7.0;220.45;;F200CURTO;;;;
SA5000;VARETA DE SOLDA 1.59mm ( FINA);14.5;0.0;34.9; B/1 - 12;;;;;
SA1044;"FLEXIVEL UNIVERSAL Ø 1.7/8"" X 250 mm  47,62mm ";54.0;10.0;200.45;;F178CURTO;;;;
SA1300;"FLEXIVEL UNIVERSAL  Ø 3""  X 250mm  75mm ";0.0;0.0;500.0;;F300;;;;
SA1312;"FLEXIVEL UNIVERSAL  Ø 3.1/2""  X 250mm ";0.0;0.0;665.0;;F312;;;;
SA1400;"FLEXIVEL UNIVERSAL  Ø 4 "" X 250mm  101,60 mm ";3.0;0.0;700.0;;F400;;;;
SA2260;GAXETA M.AÇO RANGER ARG.GAS./2.8 DIESEL 98;3.0;0.0;65.0;;RF260--GQ-E156-PV;;;;
SA2274;GAXETA M.AÇO FOX/PÓLO IMPORT.;11.0;0.0;97.0;;RF274;;;;
SA2279;GAXETA M.AÇO HILUX 2.7/4.0 05/2012 GASOLINA ;23.0;0.0;210.0;;RF279--GQ-E186PV;;;;
01923-19051-80132SP;INT. PEUGEOT 306 SW 2.0 16V 95/96;2.0;0.0;557.2;B/A - 12;19051T;80132W-NF;PG6801M;;
SA2280;GAXETA M.AÇO COROLLA 1.8 16V 2003/2013 DIANTEIRO;19.0;0.0;210.0;;RF280---GQ-E183---GF;;;;
SA2281;GAXETA M.AÇO COROLLA 1.8 16V  2003/2008 TRASEIRO;19.0;0.0;210.0;;RF281....GQ-E184GF;;;;
SA2282;GAXETA M.AÇO COROLLA BRAS 2.0 2010/2013 RAV 2.0/ ;8.0;0.0;118.0;;RF282;;;;
SA2283;GAXETA M.AÇO COROLLA 1.8 16V 2009/2013 TRASEIRO;8.0;0.0;210.0;;RF283---GQ-E184GF;;;;
SA2284;GAXETA M.AÇO HILUX 3.0/2.5 2005/2012 TURBO DIESEL;13.0;0.0;232.0;;RF284--GQ-E186---PV;;;;
SA2286;GAXETA M.AÇO ETIOS 1.3/1.5;13.0;0.0;210.0;;RF286---GQ-E198-GI-F;;;;
SA2289;GAXETA M.AÇO RENAULT SANDERO/LOGAN  TDS;47.0;0.0;76.0;;RF289--GQ-E146--GF;;10320OG;;
SA2293;GAXETA M.AÇO DUCATO Ø 59mm;11.0;0.0;125.0;;RF293-GQ-E226-GF;;;;
SA2296;GAXETA M.AÇO DUCATO Ø 52mm;8.0;0.0;125.0;;RF296-GQ-E225--GF;;;;
SA2297;GAXETA DO COLETOR ESCAP CELTA/CLASSIC /06 TDS;111.0;0.0;84.69;;RF297--GQ-E--201-GF;;;;
02405-19080T;INT. MITSUBISHI L200 GL/G/S 91/00;1.0;0.0;569.97;SL/7;19080T;80124W-NF;DV6401M;;
SA2301;GAXETA M.AÇO AYGO/YARIS 1.0 2005/2011;0.0;0.0;202.0;;RF301---GQ-E-220-GIF;HP210;;;
SA2302;GAXETA M.AÇO HONDA CIVIC 2001/2006 DIANTEIRA;-1.0;0.0;100.0;;RF302---GQ-E195-GIM-F;RF302;;;
SA2303;GAXETA M.AÇO COROLLA ATÉ 2002;5.0;0.0;210.0;;RF303--GQ-E-190--GI-F;;;;
SA2501;GAXETA M.AÇO VECTRA/MON/COR/UNO/KAD/CEL/ZAF;5.0;0.0;31.0;;RF-204--GQ-E101-PV;GQ-E101PV;AVRF-204;;
SA2502;GAXETA M.AÇO VECTRA/ASTRA 2.2 16V TDS  ;143.0;0.0;46.0;;RF209--GQ-E-102--PV;;AVRF-209;;
SA2503;GAXETA M.AÇO CORSA NOVO       ( VEJA SA2297 )     ;-9.0;0.0;53.0;;RF261;;;;
SA2505;GAXETA M.AÇO HONDA CIVIC/ CITY TODOS ( VEJA OBS);0.0;0.0;46.0;;RF204-RF213;;;;
SA2506;GAXETA M.AÇO RENAULT KANGOO;16.0;0.0;55.0;;AVRF233;GQ-E106PV;;;
SA2507;GAXETA M.AÇO GOL AE/AP SANTANA TODOS / SA322;30.0;0.0;62.55;;RF239-GQ-E107PV;;;;
SA2508;GAXETA M.AÇO MITSUBISHI L-200 TDS DIANT.;39.0;0.0;58.0;;RF227;;;;
19210T-PG6817M;INT. PEUGEOT 307 2.0 16V 05... SW;4.0;0.0;762.4;BA/16;19210T;80149W-N;PG6817M;;
SA2509;GAXETA M.AÇO D-20 / OMEGA TODOS;11.0;0.0;65.0;;RF234;;;;
SA2510;GAXETA M.AÇO OPALA/CARAVAN/D-20/SILVER/C10-6C;10.0;0.0;67.0;;RF236;;;;
SA2512;GAXETA M.AÇO OPALA/CARAVAN/D-20/SILVER/C10/C20-4CC;2.0;0.0;67.0;H-27;RF237;;;;
SA859-2;Parafuso Gaxeta Mola De Escape Gm Chevrolet Vectra;0.0;0.0;0.0;;RF-204RF245;;;;
SA2514;GAXETA M.AÇO GOL 1.0 / KOMBI / GOLF 94/98 CORDOBA;104.0;0.0;59.0;;RF240-GQ-E114PV;RF240;GR452;DV9402V;
SA2515;GAXETA M.AÇO GOL 1.0 16V / POLO/ LOGUS / POINTER /;48.0;0.0;59.0;;RF241;;;;
SA2516;GAXETA M.AÇO GOL/PARATI/SAV TODOS MI 16V - SA367;73.0;0.0;59.0;;RF242;;;;
SA2517;GAXETA M.AÇO SANTANA 1.8 2000 QUANTUM/POINTER;13.0;0.0;59.0;;RF243;;;;
SA2518;GAXETA M.AÇO GOL AUTOLATINA / ESCORT CHT;55.0;0.0;44.8;;RF244-GQ-E118PV;RF244;;;
SA2519;GAXETA M.AÇO ESCORT/VERONA CHT S/ CATALIZADOR;0.0;0.0;59.0;;RF247--GQ-E119PV;;GR249;;
19248T-DV6404M;INT. NISSAN SENTRA 2.0 2007/2014;1.0;0.0;944.3;BA/11;19248T;80190W-NF;DV6404M;;
SA2520;GAXETA M.AÇO GOL QUADRADO TDS;15.0;0.0;59.0;;RF225;;;;
SA2521;GAXETA M.AÇO F-4000 MWM;2.0;0.0;80.0;;RF249-;;;;
SA2522;GAXETA M.AÇO F-1000 3.6 / 4.9 ALCOOL/GAS;4.0;0.0;160.0;;RF250;;;;
SA2523;GAXETA M.AÇO MITSUBISHI L-400 TDS TRAS.;17.0;0.0;120.0;;RF228;;;;
SA2524;GAXETA M.AÇO RANGER 4CC/6CC   ;-1.0;0.0;70.0;;RF226--GQ-E124PV;RF226;GR226;;
SA2525;GAXETA M.AÇO F-1000 3.6/4.9 GAS/ALCOOLTDS;14.0;0.0;80.0;;RF249A;;;;
SA2526;GAXETA M.AÇO ESCORT / FIESTA / MONDEO ZETEC / SA32;1.0;0.0;142.0;;RF203-GQ-E126PV;;;;
KT119BT;Kit Silencioso Escape Chevrolet Chevette/marajo/ch;3.0;0.0;0.0;;;;;;
SA2529;GAXETA M.AÇO MONDEO IMPORTADO TDS;0.0;0.0;162.0;;RF208;;;;
SA2530;GAXETA M.AÇO PEUGEOT 306 1.8 / CITROEN / RENAULT;46.0;0.0;116.0;;RF201--GQ-E130PV;;;;
19294T;INT. SPORTAGE KIA 94/97 DIESEL C/ FLEXIVEL;1.0;0.0;1242.4;C/55;19294T;80109W-NF;;;
SA2531;GAXETA M.AÇO PEUGEOT 406 TDS / PARTNER 16V;19.0;0.0;116.0;;RF223;;;;
SA2532;GAXETA M.AÇO PEUGEOT 306 1.6 16V  / CITROEN;26.0;0.0;116.0;;RF224;;;;
SA2533;GAXETA M.AÇO PEUGEOT 206 /307 1.0 1.6 16V 06/07 ;37.0;0.0;129.0;;RF276--GQ-E144PV;;;;
SA2534;GAXETA M.AÇO COROLLA IMPORTADO 16V TDS;21.0;0.0;211.0;;RF271;;;;
SA2535;GAXETA M.AÇO SUZUKI VITARA 16V;4.0;0.0;72.0;;RF221;;;;
SA2536;GAXETA M.AÇO NEO / STRATUS  2.5 L TDS;0.0;0.0;48.0;;;;;;
SA2537;GAXETA M.AÇO RENAULT CLIO ARGENTINO /99 TWINGO TDS;47.0;0.0;65.0;;RF222--GQ-E137PV;;GR611;;
KT704A;Kit Parafuso Mola Arruela Peugeot Citroen 2007/.. ;4.0;5.0;70.0;;;;;;
KT437;Kit Parafuso Mola Arruela Porca Renault ;12.0;0.0;81.0;;RF211;;;;
SA2540;GAXETA M.AÇO RENAULT CLIO BRASI 1.0 1.6 TODOS 47mm;56.0;0.0;50.0;;RF230;GQ-E140;77.00.435.085;;
19352-80124SP;INT. L200 2.5 01... TURBO ;13.0;0.0;659.35;C/2 CIMA;19352-19080T;80124W-N;DV6401M;;
SA2541;GAXETA M.AÇO BLAZER / S10 4CC 6CC;0.0;0.0;195.0;;RG212-GQ-E141PV;RF212;GR376;;
SA2542;GAXETA M.AÇO RENAULT LAGUNA 2.0  Ø INTER 74mm;29.0;0.0;186.0;;RF215;;;;
SA2543;GAXETA M.AÇO MERCEDES CLASSE A;6.0;0.0;120.0;;RF252--GQ-E230PV;RF252;GR523;;
SA2544;GAXETA M.AÇO PEUGEOT 206/208/307 1.0 1.6 16V 46MM;0.0;0.0;41.0;;RF202--GQ-E133PV;;GR710;;
SA2546;GAXETA M.AÇO RENAULT LOGAN / SANDERO 1.6 8V;0.0;0.0;0.0;;;;;;
SA2547;GAXETA M.AÇO HONDA CIVIC TRASEIRO 01/06;14.0;0.0;54.0;;RF265;;;;
SA2548;GAXETA M.AÇO CITROEN XANTIA/BERLINGO 2.0;3.0;0.0;116.0;;RF206;;;;
SA2556;GAXETA M.AÇO RANGER ARGENT 3.0 GASOL/ 2.8 DIESEL;8.0;0.0;570.0;;RF217;;;;
SA2557;GAXETA M.AÇO ECOSPORT / FIESTA / KA 1.0 1.6;0.0;0.0;118.0;;RF214--GQ-E127PV;;GR225;;
SA2558;GAXETA M.AÇO  FOCUS FLEX 1.0 1.6 TDS;0.0;0.0;110.0;;RF257--GQ-E158PV;;GR256;;
01919-19388T;INT. PEUGEOT 307 2.0 16v 04.../ C4 HAT/SED 09;3.0;0.0;305.4;F/13;19388T;80145W;PG6814M;;
SA2565;GAXETA M.AÇO CITROEN C3/PICASSO 1.6 06/ TDS;0.0;0.0;52.74;;RF251--GQ-E165PV;;GR710;;
SA2566;GAXETA M.AÇO CITROEN XANTIA/BERLINGO 1.8;12.0;0.0;116.0;;RF205--GQ-E134PV;;;;
SA2581;GAXETA M.AÇO COROLLA 1.8 16V IMPORTADO DIANTEIRO;49.0;0.0;158.0;;RF218--GQ-E--181-GF;;;;
SA2582;GAXETA M.AÇO COROLLA 1.8 16V IMPORTADO TRASEIRO;21.0;0.0;243.0;;RF219-GQ-E-182-GF;;;;
SA2583;GAXETA M.AÇO COROLLA 1.8 16V  NAC DIAN. LANCER;19.0;0.0;210.0;;RF269-GQ-E-183-GF;;;;
SA2584;GAXETA M.AÇO COROLLA 1.8 16V  NACIONAL TRAS.;2.0;0.0;210.0;;RF270-GQ-E-184-GF;;;;
SA2586;GAXETA M.AÇO TOYOTA HILUX 16V TDS;20.0;0.0;90.0;;GQE-186PV;;;;
SA2591-2592;GAXETA M.AÇO HONDA CIVIC EX 01/06 DIANTEIRO;1.0;0.0;60.0;;RF268;;;;
SA2592-2591;GAXETA M.AÇO HONDA CIVIC LX 01/06 DIANTEIRO;27.0;0.0;60.0;;RF268-;;;;
SA2593;GAXETA M.AÇO HONDA FIT 04/06 DIANTEIRO;4.0;0.0;60.0;;RF220;;;;
02516-19506T;ABAFADOR INTER. TUCSON V6 2.7/24V;1.0;0.0;305.4;C-2;;;;;
SA2594;GAXETA M.AÇO HONDA FIT 04/06 TRASEIRO;24.0;0.0;60.0;;RF267;;;;
SA305;GAXETA FERRO MONZA/UNO/KAD/VEC/CORSA/TIGRA;13.0;0.0;50.0;;GR126A;;;;
KT140;KIT BORRACHA COXIM ESCAPAMENTO FIAT PALIO WEEKEND;0.0;0.0;35.0;;RF238;;;;
SA322;GAXETA FERRO SANTANA/VERSALES 1.8 2.0 91 / SA2507;0.0;0.0;43.0;;GR448;;;;
SA360;GAXETA FERRO F4000 MT/D-20;39.0;0.0;40.0;;;;;;
SA362;GAXETA FERRO OMEGA D20 F4000 ..85 / SA2509;15.0;0.0;40.0;;;;;;
SA363;GAXETA FERRO GOL 1.0;-12.0;0.0;52.0;;GR447;;;;
SA365;GAXETA FERRO GOL C/ CATALISADOR;0.0;0.0;28.0;;;;;;
SA366;GAXETA FERRO VECTRA 16V / SA2502;41.0;0.0;36.0;;;;;;
SA367;GAXETA FERRO GOL/PARATI/SAV TODOS MI 16V - SA2516;18.0;0.0;29.0;;;;;;
02008;INT. COROLLA 1.6 16V 03/2010 ;1.0;0.0;735.95;B/A - 11;19604T-NF;70113W-NF;TO5204M;;
SA806;KIT ESCAP ESCORT/PAMPA/VERONA AÇO;2.0;0.0;0.0;;;;;;
SA807;KIT ESCAP MONZA/ UNO/ KADETT FERRO;7.0;0.0;163.0;;;;;;
SA810;KIT ESCAP MONZA/ KADETT/ UNO/ TIPO M.AÇO;13.0;0.0;110.0;;;;;;
SA848;KIT ESCAP VECTRA / ASTRA 16V FERRO;-6.0;0.0;140.0;;GR347;;;;
SA849;KIT ESCAP VECTRA / ASTRA 8V FERRO;0.0;0.0;140.0;;GR346;;;;
SA857;KIT ESCAP CORSA / CELTA FERRO;1.0;0.0;145.0;;GR345;;;;
SA859;KIT ESCAP CORSA/CELTA M.AÇO;-3.0;0.0;160.0;;;;;;
SA861;KIT ESCAP VECTRA / ASTRA 8V M.AÇO;-6.0;0.0;140.0;;GR350;;;;
SA870;KIT ESCAP VECTRA / ASTRA 16V M.AÇO;0.0;0.0;145.0;;GR351;;;;
1399;livre;0.0;0.0;225.0;;;;;;
01613-11567T;INT. PALIO WEEKEND 1.0 8V 99/00 1.4 09...;2.0;0.0;360.18;D/3;11567T;20114SP;FT4408M;;1982N
83103SP-19641T;INT. KIA SOUL 1.6 2009...;1.0;0.0;875.4;F/7;19641T;83103SP;;;
19137T;TUBO MOTOR JEEP BANDEIRANTE 91/2001 LONGO/CURTO;1.0;0.0;561.4;C/122;19137T;;TO5003D;;
1401;TUBO INT. FOX 1.0 FLEX 03/08;0.0;0.0;97.01;C/11 TC;;;;;
SA954;PARAFUSO KIT COROLLA TRASEIRO TODOS ROSCA 25mm;0.0;0.0;170.0;;PK444;;;;
00039AT;TUBO INT. CORCEL I 72/79 C/ ABAF;0.0;0.0;200.0;BA/21 ;;;;;
00162-VW0109T;SIL. VW SEDAN C/PRE CX  QUADRADA;1.0;0.0;735.22;C/63;;;VW0109T;;
183;TUBO TERM. VOY/ PAR/ SAV 1.8 ...91;3.0;0.0;120.99;C/121 ;;;;;
213;TUBO TERM. GOL 1.6 80/94;1.0;0.0;87.99;C/95;;;;;
01544-11088T;SIL. KOMBI 2006... 1.4  AGUA 885A;1.0;0.0;440.22;A/5 - 2;11088T;61519W;VW0105T;;
01544-61519W;SIL. KOMBI 2006... 1.4  AGUA 885A;13.0;0.0;383.69;A/5 - 2;11088T;61519W;VW0105T;;
01548-11412T;SIL. GOL GV 1.0 8V FLEX 09/...;1.0;0.0;485.25;A/3 - 2 *;11412T;61577W;VW0483T;;3172N
02515-HY7519M;INT. IX35 2.0 16V 2WD AUT/MEC 2010/2012;0.0;0.0;610.41;D/11 ;19843T;;HY7519M;;
01548-61577W;SIL. GOL GV 1.0 8V FLEX 09/......;12.0;0.0;347.25;A/3 - 2 *;11412T;61577W;VW0483T;;31702N
01550-11196T;SIL. FOX 1.0 TOTALFLEX 03/10 ENT. 1.3/4 POL.;2.0;0.0;425.22;A/1 - 2 ;11196T;61549W;VW0321T;;31701N
